Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
13-04-2012,19,25.8,20.6,93,9,2.3,3,315,0,NW
14-04-2012,18,25.8,21.7,83,15,2.4,3,315,0,NW
15-04-2012,19,25.4,21.7,88,46,1.8,4,225,1,SW
16-04-2012,19,27.3,22.4,84,0,2.2,2,270,0,W 
17-04-2012,19,25.2,21.1,89,0,3.9,3,270,0,W 
18-04-2012,19,26.2,21.7,86,2,2.1,2,315,0,NW
19-04-2012,19,27.4,21.5,92,2,3.2,2,270,0,W 
20-04-2012,19,26.1,21.5,90,0,3.4,3,315,0,NW
21-04-2012,20,25,21.1,93,0,1.5,4,135,1,SE
22-04-2012,19,24.3,21.1,90,5,0.7,3,315,0,NW
23-04-2012,19,27.9,22.2,85,2,0.7,2,135,0,SE
24-04-2012,19,27.4,22.5,85,0,5.2,3,315,1,NW
25-04-2012,18,27.2,21.8,79,0,5.9,4,135,1,SE
26-04-2012,19,26.1,21.5,82,0,5.4,3,315,0,NW
27-04-2012,19,26.3,21.8,88,4,3,4,270,1,W 
28-04-2012,19,27,22.1,86,0,1.1,3,315,0,NW
29-04-2012,19,24,21.2,94,10,3.3,3,315,1,NW
30-04-2012,19,24.4,21,92,22,0.4,1,270,0,W 
01-05-2012,19,25.9,21.6,86,25,0.2,3,135,0,SE
02-05-2012,19,27.3,22.3,84,7,1.5,3,315,0,NW
03-05-2012,20,26.8,22,90,8888,3.1,3,270,0,W 
04-05-2012,18,26.2,21.2,80,10,2.9,3,315,0,NW
05-05-2012,20,26.1,21.2,87,0,4.3,3,315,0,NW
06-05-2012,19,26.4,21.6,88,1,3.2,3,315,0,NW
07-05-2012,19,23.6,20.2,94,11,1,3,315,0,NW
08-05-2012,19,25.1,20.8,90,8888,0,3,90,1,E 
09-05-2012,19,25.4,21.6,90,1,1.8,2,270,0,W 
10-05-2012,19,27.4,21.9,85,0,1.7,3,270,1,W 
11-05-2012,19,27,21.9,83,0,4.2,4,315,1,NW
12-05-2012,18,27.6,21.8,76,0,4.8,2,315,0,NW
13-05-2012,17,26.6,21.3,81,0,5.9,3,270,0,W 
14-05-2012,19,27,21.9,88,4,5.1,3,315,1,NW
15-05-2012,19,25.7,21.4,87,7,2.7,2,315,0,NW
16-05-2012,20,25.5,21.6,88,0,2.7,3,270,1,W 
17-05-2012,19,27.2,22.1,86,3,1.2,3,270,1,W 
18-05-2012,19,28,21,90,3,1.4,2,315,0,NW
19-05-2012,19,28.5,23.3,66,13,4,3,90,1,E 
20-05-2012,19,28.7,22.7,81,0,6.5,5,135,1,SE
21-05-2012,19,27.8,22,84,8888,3.9,4,360,1,N 
22-05-2012,17,27.3,21.7,76,15,4,3,270,0,W 
23-05-2012,18,27.6,21.6,74,0,5.5,3,315,0,NW
24-05-2012,20,26,22,87,1,4.1,3,315,0,NW
25-05-2012,18,26.9,21.8,78,1,2.3,3,135,0,SE
26-05-2012,17,27.2,21.7,74,0,5.5,4,270,1,W 
27-05-2012,18,28.1,22.8,71,0,5.9,5,270,1,W 
28-05-2012,19,27.6,22,78,0,6.3,3,90,1,E 
29-05-2012,19,25.6,21.8,84,2,3.5,3,270,0,W 
30-05-2012,19,25.2,21.3,90,39,1.5,3,270,0,W 
31-05-2012,18,24.6,19.5,83,1,2.1,3,270,0,W 
01-06-2012,19,25.2,21,86,4,0.5,5,315,1,NW
02-06-2012,19,26.8,21.5,84,0,0.8,3,315,0,NW
03-06-2012,18,26.9,21.4,85,3,4.3,2,315,0,NW
04-06-2012,19,25.6,21.3,90,0,4.5,4,315,1,NW
05-06-2012,19,25.6,21.5,89,0,2.5,2,270,0,W 
06-06-2012,19,26.7,22.2,88,2,0,4,315,1,NW
07-06-2012,18,26.2,21.6,88,33,1.2,2,270,0,W 
08-06-2012,19,28.2,22.5,85,9,4.5,3,315,0,NW
09-06-2012,18,26.2,21.4,84,7,4.5,3,315,0,NW
10-06-2012,19,25.5,21.7,90,0,0.1,2,315,0,NW
11-06-2012,20,26.9,21.8,86,0,0.6,1,135,0,SE
12-06-2012,19,27,22.1,85,2,2.1,3,315,0,NW
13-06-2012,19,26.6,22.5,85,0,4.9,3,315,0,NW
14-06-2012,18,27.6,22.2,85,0,1.3,3,315,0,NW
15-06-2012,18,26.2,21.1,86,0,5.6,3,135,1,SE
16-06-2012,17,28,21.9,75,0,3.3,2,270,0,W 
17-06-2012,18,27.6,20.2,73,0,6,3,315,1,NW
18-06-2012,18,27.8,22,76,0,5.7,3,315,0,NW
19-06-2012,19,27.7,23.5,66,0,5,4,90,1,E 
20-06-2012,18,28,22.2,76,0,6.3,5,90,1,E 
21-06-2012,18,28,22.3,74,0,6.3,3,135,0,SE
22-06-2012,18,27.8,21.4,86,0,6,2,270,0,W 
23-06-2012,18,26.8,21.1,86,4,2.7,3,315,0,NW
24-06-2012,18,26.7,21.5,79,0,4.6,3,315,0,NW
25-06-2012,17,26.8,21.3,72,0,4.5,3,270,0,W 
26-06-2012,16,26.9,20.7,77,0,4.1,3,135,0,SE
27-06-2012,17,26.3,20.4,76,0,5.3,2,315,0,NW
28-06-2012,17,26.8,21,75,0,5.6,2,135,0,SE
29-06-2012,17,26.7,20.9,82,0,3.1,3,315,0,NW
30-06-2012,17,27.4,21,81,0,3.2,2,315,0,NW
01-07-2012,16,26.6,21.1,72,0,5.8,3,270,0,NW
02-07-2012,17,29.6,21.8,66,0,5.9,4,90,1,E 
03-07-2012,18,26.8,20.6,86,0,5.6,3,315,0,NW
04-07-2012,18,25.2,20.3,89,25,3.5,4,315,1,NW
05-07-2012,17,25.8,20.5,84,7,1.7,3,315,0,W 
06-07-2012,19,24.2,20.7,89,2,2.3,2,315,0,NW
07-07-2012,18,26.1,21,80,8888,0.5,2,315,0,NW
08-07-2012,17,26,21.1,85,0,4.6,3,315,0,W 
09-07-2012,18,26.2,21.1,86,1,3.1,4,315,1,NW
10-07-2012,18,26,21.2,84,0,2.3,3,270,0,NW
11-07-2012,18,25.1,20.5,87,0,2.5,2,315,0,NW
12-07-2012,17,27,21.4,76,0,2.3,2,270,0,W 
13-07-2012,18,27,21.4,82,2,3.9,3,315,0,NW
14-07-2012,18,25.7,20.5,84,0,4.7,4,315,1,NW
15-07-2012,17,26.1,21,86,0,3.1,2,135,0,SE
16-07-2012,18,26.7,21.7,80,0,2.9,3,360,0,NW
17-07-2012,19,25.6,20.4,86,2,3.7,2,315,0,NW
18-07-2012,17,25.8,20.4,85,0,2.5,3,315,0,NW
19-07-2012,17,27,21.2,84,0,4.3,3,270,0,NW
20-07-2012,18,26.9,20.7,86,1,5.2,3,270,0,W 
21-07-2012,18,26.8,21.3,83,1,2.5,4,315,1,NW
22-07-2012,17,27.7,20.9,83,0,4.9,4,315,0,NW
23-07-2012,16,26.4,20.5,76,0,5.5,3,315,1,NW
24-07-2012,17,25.6,20.4,84,0,5.9,4,315,0,NW
25-07-2012,16,26,20.5,82,0,4.7,3,315,0,NW
26-07-2012,17,26.1,20.4,82,0,5.1,4,315,0,NW
27-07-2012,17,26.7,21.8,75,0,4.7,2,315,0,W 
28-07-2012,19,27.3,21.1,77,0,3.9,2,315,1,NW
29-07-2012,17,26.4,20.6,82,0,4.5,4,315,1,SE
30-07-2012,17,26.2,21,78,0,6.1,2,315,0,NW
31-07-2012,17,25.8,20.7,75,0,4.6,3,315,0,NW
01-08-2012,17,27,20.4,78,8888,2.9,1,270,0,NW
02-08-2012,17,25.3,20.3,76,0,4.1,3,315,0,W 
03-08-2012,15,25.8,20.3,74,0,5,3,315,0,NW
04-08-2012,17,28.1,21.7,78,0,4.9,4,315,1,NW
05-08-2012,16,29.2,22.5,75,0,3.9,3,315,1,W 
06-08-2012,19,27.5,21.2,83,0,6.1,2,360,0,NW
07-08-2012,18,27.2,21,86,10,3.1,2,270,0,NW
08-08-2012,15,27.4,20.7,80,0,3.4,3,315,0,W 
09-08-2012,16,26.8,20.3,81,0,5.9,2,270,0,NW
10-08-2012,16,28.3,21.1,76,0,5.5,2,90,0,W 
11-08-2012,17,27.2,22,76,0,6.3,8,315,2,W 
12-08-2012,17,26.3,21,83,0,3.5,3,315,0,NW
13-08-2012,18,27,22,82,0,2.3,3,315,0,W 
14-08-2012,17,27,20.9,78,0,3.8,3,315,0,NW
15-08-2012,16,27,20.7,74,0,4.2,3,315,1,NW
16-08-2012,15,25.2,19.9,73,0,4.9,2,270,0,W 
17-08-2012,16,27.4,20.7,76,0,4.2,2,270,0,W 
18-08-2012,17,26.7,21.1,72,0,6.1,2,315,0,W 
19-08-2012,17,27.7,21.4,75,0,4.1,5,315,2,NW
20-08-2012,17,27.1,21.1,73,0,5.3,4,360,1,NW
21-08-2012,17,26.8,21.2,73,0,5.2,4,360,1,W 
22-08-2012,16,27,20.8,78,0,4.5,4,315,1,W 
23-08-2012,17,27,21,79,8888,3.9,3,315,1,NW
24-08-2012,17,27,20.9,79,0,4.2,2,270,0,NW
25-08-2012,16,27.1,21,75,0,3.5,3,315,0,NW
26-08-2012,16,28.8,21.1,74,0,5.1,3,90,1,NW
27-08-2012,17,26,21.2,78,0,5.8,4,315,1,NW
28-08-2012,19,28.4,22.2,81,8888,0.9,3,270,0,W 
29-08-2012,17,25.8,21.4,86,1,2.5,2,315,0,W 
30-08-2012,17,26.8,21.3,79,1,2.5,6,315,2,W 
31-08-2012,17,27,20.4,80,0,3.3,3,270,1,NW
01-09-2012,16,28.8,21,65,0,4.1,3,315,0,NW
02-09-2012,16,27,20.8,69,0,6.1,4,315,1,NW
03-09-2012,15,27.7,20.4,71,0,4,3,315,1,NW
04-09-2012,16,27.5,20.6,71,0,4.7,4,315,1,NW
05-09-2012,17,27.4,20.9,76,1,4.5,3,315,0,NW
06-09-2012,17,26.8,21.2,76,0,5,3,315,1,NW
07-09-2012,16,27.7,20.9,78,27,4,5,315,1,NW
08-09-2012,17,27.6,22.1,72,0,5.9,5,315,2,W 
09-09-2012,18,27.7,21.4,77,0,4.7,3,315,1,NW
10-09-2012,17,27.6,21,84,4,4,2,315,1,SW
11-09-2012,17,27.5,21.7,78,36,4.1,3,315,1,NW
12-09-2012,16,27,20.5,64,0,5.4,3,315,1,NW
13-09-2012,16,27,20.8,78,0,6.5,2,270,0,NW
14-09-2012,17,26.5,21.6,76,0,6.5,6,315,1,NW
15-09-2012,19,27.7,22.7,77,0,4.3,4,315,1,NW
16-09-2012,18,28.8,21.8,80,3,3.9,3,315,0,NW
17-09-2012,18,26.6,21.1,87,0,4.9,1,270,0,W 
18-09-2012,18,28.4,22.2,81,2,4,2,315,0,NW
19-09-2012,18,27.2,21.7,83,0,5.6,2,315,0,NW
20-09-2012,18,27,21.4,84,0,4.3,4,315,1,NW
21-09-2012,20,26.8,21.6,88,17,2.9,4,135,1,SW
22-09-2012,18,27.2,21.7,73,1,2.2,3,315,0,NW
23-09-2012,19,26.7,21.7,84,0,4.7,2,315,0,NW
24-09-2012,19,27.3,22,81,9,3.5,3,315,0,W 
25-09-2012,18,26.2,21.3,80,0,5.1,3,270,0,NW
26-09-2012,17,26.2,21.3,75,0,3.2,3,270,0,NW
27-09-2012,18,27.4,22,76,0,4.7,4,315,2,NW
28-09-2012,18,27.2,21.7,73,0,4.1,3,315,0,NW
29-09-2012,18,27.2,21.5,83,0,5.3,3,315,0,NW
30-09-2012,18,27,21.7,84,22,4.8,2,315,0,NW
01-10-2012,18,26.4,22,83,0,4.5,3,315,0,NW
02-10-2012,19,26.4,21.3,89,0,2.7,2,315,0,NW
03-10-2012,18,27.1,22.2,80,9,1.3,4,270,1,W 
04-10-2012,18,26.4,20.9,87,0,3.5,2,315,0,NW
05-10-2012,19,25.5,20.7,88,5,2.8,3,315,0,E 
06-10-2012,17,24.3,21.2,82,22,2.8,2,315,0,NW
07-10-2012,18,24.2,20.1,93,2,1.2,1,270,0,W 
08-10-2012,19,26.3,21.1,86,3,1.7,3,315,0,W 
09-10-2012,18,25.7,21,90,8,2.3,3,360,0,SW
10-10-2012,18,27.5,21.7,82,19,1.4,3,315,1,NW
11-10-2012,18,27.8,22.2,79,50,5.5,3,270,1,NW
12-10-2012,18,26.6,21.8,88,0,5.9,4,315,1,NW
13-10-2012,18,28.4,22,78,0,4.5,5,315,2,NW
14-10-2012,19,28.4,22.3,79,0,6.1,5,90,1,SW
15-10-2012,19,26.8,21.6,85,0,5.1,3,270,1,NW
16-10-2012,19,28.4,22.7,81,1,2.2,4,90,1,NW
17-10-2012,18,28.5,21.6,84,0,5.2,4,45,1,NE
18-10-2012,19,28,21.8,84,18,3.1,4,270,1,W 
19-10-2012,18,27.2,21.9,86,20,4.4,4,315,1,NW
20-10-2012,19,26.4,21.5,86,1,3.6,4,90,1,SW
21-10-2012,18,26.1,20.6,90,22,0.9,4,315,1,NW
22-10-2012,18,27,21.5,88,35,2.4,2,270,0,W 
23-10-2012,16,27.7,22,72,0,4.8,4,315,1,NW
24-10-2012,18,28,21.8,78,0,5.9,4,270,0,W 
25-10-2012,18,27.2,21.8,82,0,5.5,3,315,0,NW
26-10-2012,19,27.7,22.4,88,8,4.7,3,315,0,NW
27-10-2012,19,25.3,21.2,92,33,4.1,3,315,1,NW
28-10-2012,19,24.9,21.4,89,0,1.2,3,315,0,SE
29-10-2012,19,28.9,22.6,83,0,1.9,3,315,0,NW
30-10-2012,19,25.8,21.6,88,8888,3.2,4,315,0,NW
31-10-2012,19,27.4,21.8,88,4,1.5,2,315,0,E 
01-11-2012,18,28,22.3,83,14,5.8,2,270,0,W 
02-11-2012,19,27.7,21.7,85,0,7.6,9,315,2,NW
03-11-2012,19,24.8,21.4,93,10,4.3,2,225,0,SW
04-11-2012,18,25,20.8,92,5,0,2,315,0,NW
05-11-2012,19,25.4,21.2,90,5,2.2,3,315,0,NW
06-11-2012,18,25.4,21.2,90,8,1.9,4,315,0,NW
07-11-2012,18,26,21.5,86,2,3.1,3,315,0,NW
08-11-2012,19,26.7,21.7,89,0,4.6,3,315,1,NW
09-11-2012,20,26.8,21.8,92,7,5.2,2,270,0,W 
10-11-2012,18,26.4,21.6,88,1,0.4,2,315,0,NW
11-11-2012,19,25.6,20.9,89,7,5.2,3,225,0,SW
12-11-2012,19,25.6,21.6,88,20,2.4,2,90,0,E 
13-11-2012,19,25.7,21.7,88,1,1.1,2,315,0,NW
14-11-2012,19,24.7,20.6,94,15,3.2,3,225,1,SW
15-11-2012,19,26,21.8,88,14,0.5,2,315,0,NW
16-11-2012,19,26.6,21.7,88,2,3.4,3,315,0,NW
17-11-2012,20,27,22.7,85,24,3.9,4,315,0,NW
18-11-2012,19,25.2,20,94,13,2.4,2,270,0,W 
19-11-2012,18,24.2,20.4,92,48,0.6,2,315,0,NW
20-11-2012,18,25.2,20.8,92,35,0.1,3,225,0,SW
21-11-2012,19,24.9,20.6,92,6,0,3,315,0,NW
22-11-2012,19,24.7,20.9,90,14,1.9,2,270,0,W 
23-11-2012,18,25.5,21.3,90,13,0.2,3,315,0,NW
24-11-2012,18,25.7,19.4,90,42,3.4,3,225,1,SW
25-11-2012,18,27,21.4,84,24,3.4,4,225,2,SW
26-11-2012,19,27,20.5,92,10,6.9,3,45,0,NE
27-11-2012,18,27.2,22,84,9,3.3,3,90,0,E 
28-11-2012,18,25.8,21.1,90,15,4.2,4,315,1,NW
29-11-2012,19,25.5,21.6,86,1,4.2,2,315,0,NW
30-11-2012,19,25.2,20.8,92,1,3.3,2,315,0,NW
01-12-2012,19,26.2,21.8,89,11,2.8,2,270,0,W 
02-12-2012,19,26.7,22.4,85,23,5,4,315,1,NW
03-12-2012,19,25.8,21.4,87,1,3.3,2,270,0,E 
04-12-2012,19,25.8,21.3,88,0,2.4,2,360,0,NW
05-12-2012,19,27.6,22.4,82,7,1.8,5,315,1,NW
06-12-2012,19,25.9,21.2,86,0,2.3,3,315,1,NW
07-12-2012,19,26.3,21.5,88,12,1.5,2,270,0,W 
08-12-2012,19,25.1,21,93,4,5.1,3,315,1,NW
09-12-2012,18,27,22.1,88,63,0.6,3,270,0,W 
10-12-2012,19,25.8,20.7,93,22,7,2,360,0,NW
11-12-2012,19,26,22,90,55,1.8,3,270,0,NW
12-12-2012,19,25.4,20.5,89,0,2.7,3,270,0,NW
13-12-2012,18,25.1,21,90,21,2.5,3,315,0,NW
14-12-2012,18,26.1,20.4,93,0,1.9,2,315,0,S 
15-12-2012,19,27,21.8,87,17,1.5,4,315,1,NW
16-12-2012,19,25.8,21.2,89,2,7,3,315,0,NW
17-12-2012,19,27.6,20.6,91,10,2.5,2,270,0,W 
18-12-2012,18,26,20.6,94,16,2.7,3,315,0,NW
19-12-2012,19,26.7,21.8,84,3,1.2,5,315,1,W 
20-12-2012,19,26.3,21.2,87,1,5.9,4,315,1,SW
21-12-2012,18,24.8,20.5,88,11,2.7,1,135,0,SW
22-12-2012,19,25.4,21.1,89,8,2.1,4,315,0,NW
23-12-2012,18,26.8,20.7,90,43,1.1,2,270,0,SW
24-12-2012,18,25.4,21.3,86,62,3.2,3,315,0,NW
25-12-2012,19,25,20.9,90,0,4.6,3,315,0,NW
26-12-2012,19,26.4,22,86,17,2,3,315,1,NW
27-12-2012,19,26.2,22,89,1,2.4,2,360,0,NW
28-12-2012,20,25.2,21.7,90,2,3,2,270,0,NW
29-12-2012,20,25.5,21.8,91,4,1.5,2,360,0,NW
30-12-2012,19,25,21.2,93,3,1.5,3,315,0,NW
31-12-2012,18,25.7,19.9,94,4,2.1,6,315,0,W 
01-01-2013,19,26.7,21.3,89,10,1.4,4,315,1,SE
02-01-2013,19,26,21.6,90,47,5.2,2,270,0,W 
03-01-2013,20,24.1,21.4,89,0,2.2,3,315,1,NW
04-01-2013,19,22.7,20,97,0,2,4,315,1,W 
05-01-2013,19,25.6,20.8,85,26,0,6,315,2,NW
06-01-2013,19,23.3,20,94,42,3.4,4,315,1,NW
07-01-2013,19,23.1,20.4,91,8,0,4,315,1,SE
08-01-2013,19,25,20.3,92,9,0,3,315,0,NW
09-01-2013,19,22,19.3,98,71,0.5,7,315,2,NW
10-01-2013,18,25.4,21.8,83,66,0,5,225,2,W 
11-01-2013,20,24.8,20.6,93,2,3.6,3,315,1,NW
12-01-2013,18,22.1,19.8,92,21,0,5,315,1,W 
13-01-2013,20,21.6,19.8,98,26,0.1,4,270,2,W 
14-01-2013,19,22.1,19.8,97,33,0,4,225,0,SW
15-01-2013,19,21.9,19.2,98,100,0,3,315,0,NW
16-01-2013,19,20.9,19.6,100,54,0,6,315,2,NW
17-01-2013,19,20.6,19.6,98,70,0,2,270,1,W 
18-01-2013,19,20.4,19.6,98,98,0,5,315,1,NW
19-01-2013,19,23.6,20.6,93,24,0,2,315,0,W 
20-01-2013,19,23.5,21.2,88,8,0,3,315,0,SW
21-01-2013,19,24.8,21.3,94,7,0.8,2,270,0,W 
22-01-2013,20,28.5,20.2,92,0,0.8,5,315,1,NW
23-01-2013,19,24.2,19.6,95,42,1.4,3,225,1,NW
24-01-2013,19,23,20.3,90,27,0.5,3,315,0,NW
25-01-2013,19,23.6,21.1,92,12,0,1,270,0,NW
26-01-2013,19,25.6,21.2,88,5,0.6,3,315,0,NW
27-01-2013,19,24.6,20.6,88,24,2.8,3,315,0,NW
28-01-2013,18,26.2,20.7,90,3,2.4,4,315,1,NW
29-01-2013,18,25.1,21.7,89,2,1.2,3,315,1,NW
30-01-2013,19,25.2,21.1,92,0,3,2,360,0,NW
31-01-2013,18,24.8,20.1,92,14,0.6,2,90,0,NW
01-02-2013,18,25.4,21.4,84,69,1.6,2,270,2,NW
02-02-2013,18,24.3,20.3,95,8888,4.2,3,315,3,W 
03-02-2013,19,25.6,21.1,86,28,1,4,315,4,NW
04-02-2013,19,25,21.4,90,8888,4.6,4,315,4,S 
05-02-2013,18,25.1,20.6,94,13,1.4,2,315,2,NW
06-02-2013,19,25.6,21,90,24,2,3,315,3,SE
07-02-2013,18,25.8,21.2,89,9,2.1,3,270,3,W 
08-02-2013,18,26.2,21.2,88,16,5,3,270,3,NW
09-02-2013,19,27,21.1,88,0,7.4,3,315,3,W 
10-02-2013,18,25,20.7,90,4,3.3,1,270,1,S 
11-02-2013,19,24.3,21.4,92,2,1.4,2,315,2,NW
12-02-2013,19,24.6,20.7,92,8888,0.5,3,315,3,NW
13-02-2013,18,25.3,20.6,88,70,1.2,2,315,2,SE
14-02-2013,19,24,20.5,94,16,3.8,3,315,3,NW
15-02-2013,18,25.8,21.1,85,7,1.6,2,315,2,NW
16-02-2013,19,25.6,21.1,90,8888,4,3,315,3,SE
17-02-2013,19,23,19.8,96,27,0,4,270,4,SE
18-02-2013,19,22.4,20,96,9,0.2,5,315,5,NW
19-02-2013,19,23.8,20.1,95,12,0,3,315,3,NW
20-02-2013,19,24.2,20.9,90,3,0.4,3,315,3,SW
21-02-2013,19,25.6,20.5,94,9,0.8,4,270,4,NW
22-02-2013,19,23.4,20.1,92,2,1,6,315,6,SE
23-02-2013,19,22.7,20,95,3,0,3,315,3,W 
24-02-2013,19,23.7,21.3,84,15,0.1,4,315,4,W 
25-02-2013,20,26.2,22.8,77,8888,0.2,8,315,8,W 
26-02-2013,21,24.2,22.2,80,0,2.1,4,315,4,W 
27-02-2013,21,26.8,21.9,86,8888,0.5,4,315,4,NW
28-02-2013,20,26,22.1,86,8888,1.2,4,315,4,NW
01-03-2013,19,25.2,21.7,90,7,3,3,315,1,NW
02-03-2013,20,26.6,22.4,85,2,3,5,315,2,W 
03-03-2013,20,26.4,21.8,84,4,5.4,4,315,0,NW
04-03-2013,20,22.6,20.5,97,15,4.8,4,270,2,W 
05-03-2013,18,25.6,19.4,90,130,0,1,180,0,S 
06-03-2013,19,26,21.7,89,34,0.2,3,315,0,NW
07-03-2013,18,27.6,22.3,76,0,4.4,4,315,1,NW
08-03-2013,19,26.2,21.9,84,0,7.8,5,315,0,NW
09-03-2013,19,24.4,20.8,92,2,5.2,2,270,0,NW
10-03-2013,19,25.4,21.4,89,15,3.2,2,270,0,W 
11-03-2013,19,28,22.4,82,3,1,3,315,0,NW
12-03-2013,19,27.8,21,87,8888,6.2,3,270,0,W 
13-03-2013,19,27.8,22.7,82,25,4.6,4,270,1,W 
14-03-2013,20,26.1,21.9,84,8888,4,2,315,1,SW
15-03-2013,19,27,21.3,81,1,3.2,3,270,1,NW
16-03-2013,18,27.8,21.3,83,12,5,3,225,0,SW
17-03-2013,18,27.5,21.4,82,16,4.4,2,315,0,S 
18-03-2013,19,26.4,21.6,82,0,4.6,4,315,0,NW
19-03-2013,19,26.2,21.5,86,1,3.8,4,270,1,W 
20-03-2013,19,26.1,21.3,89,13,4.2,2,315,1,NW
21-03-2013,19,26.5,20.6,88,8,3,4,360,0,NW
22-03-2013,18,25.5,21.4,90,51,4.5,3,270,0,W 
23-03-2013,19,26.4,21.2,90,2,2.8,3,315,0,NW
24-03-2013,19,26.2,21.5,92,2,2.9,3,270,0,NW
25-03-2013,20,25.8,21.5,92,5,4.2,3,315,0,NW
26-03-2013,19,26.1,21.6,89,1,0.2,3,315,1,NW
27-03-2013,19,26.8,21.1,92,1,3.8,3,315,0,NW
28-03-2013,19,27.2,22.1,79,3,3,3,315,0,NW
29-03-2013,19,27.7,22.6,84,4,5.4,8,315,2,NW
30-03-2013,19,26.8,22.1,86,0,7.3,4,315,1,SW
31-03-2013,19,29,22.1,86,48,3.4,5,315,1,NW
01-04-2013,19,26.1,21.2,84,2,6.8,2,270,0,SE
02-04-2013,20,26,21.6,94,60,1.4,3,315,0,NW
03-04-2013,20,26.3,22.3,92,33,2.4,2,315,0,NW
04-04-2013,19,28,21.8,90,4,2.4,2,270,0,SE
05-04-2013,20,26.2,22.4,90,5,2.4,3,315,0,NW
06-04-2013,20,25.8,21.8,89,2,3.8,4,315,1,NW
07-04-2013,20,26.8,21.8,90,24,0.2,2,180,0,S 
08-04-2013,19,27,22.6,83,12,1.4,2,315,0,NW
09-04-2013,19,27.6,22.5,85,8888,2.6,2,360,0,NW
10-04-2013,20,26,22.2,89,4,4.5,3,180,0,SE
11-04-2013,20,26.8,21.1,91,1,2.2,3,315,0,NW
12-04-2013,19,27,21.9,83,30,4.4,5,315,0,NW
13-04-2013,19,25.6,21.9,90,6,1.7,3,270,0,SE
14-04-2013,19,27,22.7,86,0,0.1,3,270,0,W 
15-04-2013,20,26.8,23.1,86,4,3.6,4,315,1,NW
16-04-2013,19,27.7,22.1,85,5,2.9,3,315,0,W 
17-04-2013,20,25.6,21.8,91,17,4.2,2,315,0,S 
18-04-2013,19,23.5,20.2,95,19,2,3,180,0,E 
19-04-2013,19,25.6,20.7,88,24,0.6,4,270,1,W 
20-04-2013,19,27,22.2,84,10,4.9,4,315,0,NW
21-04-2013,20,25.6,21.6,94,0,6.2,3,270,0,NW
22-04-2013,19,24.8,20.6,94,24,0,2,315,0,W 
23-04-2013,18,25,21.4,90,18,0.6,2,315,0,NW
24-04-2013,19,28.1,23.2,81,8888,4,3,45,0,W 
25-04-2013,19,26.4,21.6,85,8888,6.2,2,315,0,SE
26-04-2013,20,26.4,22,91,6,3.2,4,315,0,W 
27-04-2013,18,26.1,21.2,85,0,3,2,180,0,S 
28-04-2013,19,27.8,22.7,84,34,4.6,4,135,1,SE
29-04-2013,18,28.3,22.5,86,0,6.9,2,315,0,SE
30-04-2013,18,27.7,22.5,88,0,6.2,2,315,0,W 
01-05-2013,20,26.3,21.7,87,0,6.2,3,315,1,N 
02-05-2013,18,25.5,21.4,86,27,3.7,2,270,0,W 
03-05-2013,19,27.6,22,81,0,3.3,3,270,0,N 
04-05-2013,19,28.1,22.8,82,1,5.3,2,315,0,NW
05-05-2013,20,28,23.3,84,0,7.6,3,315,0,S 
06-05-2013,19,28.7,22.7,85,0,7,2,315,0,SE
07-05-2013,19,26.8,21.7,92,8888,7.3,3,315,1,NW
08-05-2013,19,26.7,21.9,90,34,3.1,2,315,0,W 
09-05-2013,19,25.4,20.9,93,2,3.8,3,315,0,SE
10-05-2013,19,26.6,21.7,91,9,2,3,270,0,S 
11-05-2013,19,26.4,21.6,91,58,2.6,3,315,1,NW
12-05-2013,19,25.7,21.5,91,21,2.4,3,315,0,NW
13-05-2013,19,26.1,21.7,90,9,2.5,3,135,1,W 
14-05-2013,18,27.1,22,83,0,0.9,2,315,0,NW
15-05-2013,20,26.2,22,84,8888,5.6,2,315,0,S 
16-05-2013,19,28.6,23.5,82,0,2.8,3,270,0,NW
17-05-2013,21,27.8,22.3,84,0,5,4,315,0,N 
18-05-2013,19,27.7,22.8,82,4,5.8,4,315,0,NW
19-05-2013,19,27.1,21.7,83,1,3.8,3,315,1,NW
20-05-2013,18,27.5,21.9,85,92,4.4,4,270,0,SE
21-05-2013,19,25.2,21.8,92,7,7,1,270,0,W 
22-05-2013,19,27.2,21.5,90,6,0.1,4,270,0,W 
23-05-2013,19,27.4,22,86,7,4.6,3,315,0,SW
24-05-2013,18,26.6,21.9,86,20,4.9,2,315,0,NW
25-05-2013,18,24.9,21.3,94,71,5.6,3,315,0,NW
26-05-2013,19,26,21.2,89,65,0.2,2,315,0,NW
27-05-2013,20,23,21.1,92,9,3,2,315,0,NW
28-05-2013,20,25.6,22.1,86,0,0,3,315,0,S 
29-05-2013,19,26.2,22,84,4,2,2,315,1,NW
30-05-2013,19,25.2,21,92,17,5.3,3,315,1,NW
31-05-2013,19,24.7,20.9,93,30,3.6,3,360,0,NW
01-06-2013,19,26.4,22.2,88,0,0.9,2,315,0,NW
02-06-2013,19,26.6,22.2,81,0,3.2,3,315,0,NW
03-06-2013,19,26.8,21.9,79,1,5,2,315,0,W 
04-06-2013,19,26.6,21.6,87,1,0.6,2,315,0,NW
05-06-2013,19,26.2,21.5,90,3,2.9,2,315,0,NW
06-06-2013,20,24.1,21.1,92,7,3,2,180,0,SE
