Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
19-02-2011,20,25.8,22,83,3,4.7,4,315,1,NW
20-02-2011,19,26,22,68,0,5.6,3,270,0,W 
21-02-2011,19,25.4,21.9,78,0,6.6,5,270,1,W 
22-02-2011,19,26.3,21.4,81,0,3.7,3,270,1,W 
23-02-2011,19,25.2,21.3,80,0,0.8,3,270,1,W 
24-02-2011,19,24.6,20.6,82,0,5.2,3,315,1,NW
25-02-2011,19,25.7,20.1,86,8888,1.1,6,315,2,NW
26-02-2011,19,24.4,21.2,85,4,0,1,270,0,W 
27-02-2011,19,22.8,19.5,94,8,0.1,3,270,1,W 
28-02-2011,19,19.6,18.9,97,65,0.5,2,315,0,NW
01-03-2011,18,25.1,21.8,70,20,0,4,270,1,W 
02-03-2011,19,26.7,22.3,56,1,0.5,3,270,1,W 
03-03-2011,19,23,20.2,88,0,0.3,6,270,2,W 
04-03-2011,19,24.2,20.4,90,10,1.2,3,315,0,NW
05-03-2011,19,20.6,19.4,95,7,1.1,2,270,0,W 
06-03-2011,19,25.2,20.7,86,15,0.2,4,315,1,NW
07-03-2011,19,26,21.8,79,15,2.1,2,270,0,W 
08-03-2011,19,27.4,20.1,89,0,3.9,2,270,0,W 
09-03-2011,18,23.9,21.3,89,14,1.1,2,270,0,W 
10-03-2011,19,25.4,20.9,88,16,2.3,3,270,0,W 
11-03-2011,19,25.4,21.5,84,3,1.9,2,180,0,S 
12-03-2011,19,27,22,74,10,1.1,3,270,0,W 
13-03-2011,19,26.7,21.9,77,8888,3.7,3,270,0,W 
14-03-2011,19,27.4,23,68,6,2.6,4,315,1,NW
15-03-2011,19,25,21,84,0,2.9,6,225,2,SW
16-03-2011,18,27.6,21.8,78,3,1.7,2,270,0,W 
17-03-2011,18,27.4,22.2,78,0,6.2,3,315,1,NW
18-03-2011,18,27,21.8,84,25,4.5,5,315,1,NW
19-03-2011,18,25,21.1,88,3,4.5,3,90,0,E 
20-03-2011,19,25,21.2,90,7,2.9,1,270,0,W 
21-03-2011,19,25,21,86,3,0.7,2,270,1,W 
22-03-2011,19,25.6,21.2,82,1,1.2,2,180,0,S 
23-03-2011,19,24.6,20.9,86,0,0.4,5,270,1,W 
24-03-2011,20,26.1,21.4,82,8888,0.2,4,270,1,W 
25-03-2011,19,23.8,20.5,91,8,3,3,180,1,S 
26-03-2011,20,23.8,20.4,92,19,0.5,5,315,1,NW
27-03-2011,18,24.8,20.9,88,4,0,3,315,1,NW
28-03-2011,19,25.4,21.1,85,4,0.5,3,315,0,NW
29-03-2011,19,25.8,21,84,0,0.3,3,270,0,W 
30-03-2011,19,22.1,19.3,97,10,1.7,3,180,1,S 
31-03-2011,18,25.3,20.4,86,21,0,4,315,1,NW
01-04-2011,19,25,21.6,85,8,1.3,9,315,2,NW
02-04-2011,20,26.6,22.7,76,0,0.8,2,270,0,W 
03-04-2011,19,25.2,22.1,78,0,5.7,2,270,0,W 
04-04-2011,20,25.2,21.8,83,4,1.4,2,270,0,W 
05-04-2011,18,25.7,21.8,80,6,3.8,4,315,1,NW
06-04-2011,18,27.1,21.5,84,6,3.3,3,270,0,W 
07-04-2011,19,27.2,21.8,82,2,5.2,3,270,0,W 
08-04-2011,19,26,21.8,83,0,4.2,3,270,0,W 
09-04-2011,19,25.6,21.5,86,3,2.5,3,315,1,NW
10-04-2011,19,27,21.9,84,0,1,3,270,1,W 
11-04-2011,19,27.4,20.9,84,1,3.7,3,270,0,W 
12-04-2011,19,25.4,21.3,86,8,1.7,4,270,1,W 
13-04-2011,18,26.3,21.5,82,4,0.4,3,315,0,NW
14-04-2011,19,25,20.7,84,0,2.3,4,270,1,W 
15-04-2011,18,26.6,20.9,83,20,2.2,2,270,0,W 
16-04-2011,18,26.6,21.3,81,0,2.7,3,270,1,W 
17-04-2011,18,27,21.4,83,1,2.4,3,270,0,W 
18-04-2011,18,26.2,20.1,86,0,3.5,3,270,0,W 
19-04-2011,19,26.6,22,82,1,3.4,2,225,0,SW
20-04-2011,19,24.9,21.5,87,0,2.4,3,315,1,NW
21-04-2011,19,25.8,21,89,9,1.9,3,315,1,NW
22-04-2011,19,25.8,20.5,91,29,1.3,3,270,0,W 
23-04-2011,19,25.5,20.6,92,10,0,5,225,1,SW
24-04-2011,19,23.8,20.8,93,13,0.4,3,270,0,W 
25-04-2011,18,25.8,20.9,90,19,0,3,270,0,W 
26-04-2011,19,24.6,20.5,92,17,2.8,1,270,0,W 
27-04-2011,19,25.8,21.1,92,9,1.7,2,225,0,SW
28-04-2011,18,25.4,21.6,86,8,0.7,2,270,0,W 
29-04-2011,19,25,21,89,7,0.3,3,270,0,W 
30-04-2011,19,25.1,21,91,34,1.1,4,180,1,S 
01-05-2011,19,25.2,21,88,10,0,2,315,0,NW
02-05-2011,19,26.7,21.6,84,12,0,2,270,0,W 
03-05-2011,19,25.9,21.3,85,2,0.1,3,270,1,W 
04-05-2011,19,28.2,22.7,73,0,3.2,3,270,0,W 
05-05-2011,20,28,21.2,86,1,5.4,5,315,1,NW
06-05-2011,19,25.7,21.5,86,10,0,2,270,0,W 
07-05-2011,19,22.2,20.1,95,25,1.4,3,315,0,NW
08-05-2011,19,23.7,20.7,95,30,0,2,135,0,SE
09-05-2011,18,26.4,21.9,82,2,0.5,2,315,0,NW
10-05-2011,19,26.4,21.7,87,0,4.7,2,315,0,NW
11-05-2011,19,27,22.4,84,4,2.5,3,315,1,NW
12-05-2011,19,27.4,22.2,84,1,4.1,3,270,0,W 
13-05-2011,19,27.6,22,84,0,4.8,4,315,1,NW
14-05-2011,19,26,21.7,89,6,4.1,3,270,1,W 
15-05-2011,19,26.6,21.8,82,9,1.3,3,315,0,NW
16-05-2011,19,26.8,21.9,82,5,4,2,270,0,W 
17-05-2011,18,27.2,21.6,77,2,4.5,3,315,0,NW
18-05-2011,18,26.1,21.2,88,0,3.7,3,315,1,NW
19-05-2011,18,24,21.9,83,8888,2.1,3,315,1,NW
20-05-2011,18,25,21,85,8888,3.4,2,315,0,NW
21-05-2011,19,26.3,21.2,88,30,3.5,3,360,0,N 
22-05-2011,19,25.6,21,87,0,3,3,270,0,W 
23-05-2011,18,25.8,21.4,86,9,2.5,3,270,1,W 
24-05-2011,20,25.8,22.2,89,2,3.3,4,270,1,W 
25-05-2011,18,25.4,21.4,89,0,1.7,3,270,1,W 
26-05-2011,18,26.3,21.1,90,8,3.2,2,270,0,W 
27-05-2011,19,25,21.4,94,4,1.7,3,315,0,NW
28-05-2011,19,24.9,21.4,88,3,0.1,3,90,1,E 
29-05-2011,18,25.6,21.2,80,0,0.2,3,270,0,W 
30-05-2011,19,25.2,21.6,80,0,2.8,3,270,0,W 
31-05-2011,19,25.6,20.9,90,0,3,3,270,0,W 
01-06-2011,19,26,22,87,0,1.9,2,270,0,W 
02-06-2011,19,27,22.4,83,6,4.3,2,315,0,NW
03-06-2011,20,27.8,22.2,69,0,4,3,90,1,E 
04-06-2011,19,25.8,20.8,82,6,4.8,4,180,1,S 
05-06-2011,19,26.2,21.8,80,38,0.9,2,270,0,W 
06-06-2011,19,26.3,21.5,73,0,2.3,2,315,0,NW
07-06-2011,18,27,21.5,74,0,4.1,2,315,0,NW
08-06-2011,18,26.8,22.2,64,8888,4.7,2,315,0,NW
09-06-2011,18,26.6,21.6,70,0,4.5,3,270,1,W 
10-06-2011,18,25.4,21.6,76,1,4.7,3,270,0,W 
11-06-2011,18,26.2,20.9,66,0,4.1,2,315,0,NW
12-06-2011,18,25.8,20.5,78,23,4.8,3,270,0,W 
13-06-2011,18,26,21.9,78,0,2.9,2,315,0,NW
14-06-2011,18,26.4,21.8,79,0,5.4,3,270,1,W 
15-06-2011,19,27.5,21.3,78,0,3.3,3,315,0,NW
16-06-2011,17,26.7,21,75,0,6.1,2,315,0,NW
17-06-2011,17,27,20.7,72,0,5.3,3,270,1,W 
18-06-2011,16,25.7,19.9,72,0,6.5,3,315,0,NW
19-06-2011,16,25,20.4,80,0,4.8,2,270,0,W 
20-06-2011,17,25.8,20.6,75,0,5.9,2,315,0,NW
21-06-2011,18,26.9,21.4,79,0,2.5,3,315,0,NW
22-06-2011,17,26.8,21.5,77,0,4.3,3,315,1,NW
23-06-2011,18,26.5,21.7,73,0,4.5,3,90,0,E 
24-06-2011,18,27.1,21.4,77,0,5.4,3,315,0,NW
25-06-2011,17,27,20.9,80,0,4.2,3,315,1,NW
26-06-2011,17,27.3,22.4,67,0,5.5,3,270,0,W 
27-06-2011,17,25.4,21.7,84,0,6.1,6,90,1,E 
28-06-2011,20,25.4,20.5,95,60,0.7,3,270,1,W 
29-06-2011,19,24.9,20.7,87,6,1.5,3,315,1,NW
30-06-2011,19,24,20.3,93,0,1.5,2,315,0,NW
01-07-2011,18,23.4,20.2,86,23,0.6,2,315,0,NW
02-07-2011,18,25.6,20.5,87,0,0,2,270,0,W 
03-07-2011,18,24.8,20.8,87,0,2.3,3,315,0,NW
04-07-2011,18,25.2,21,88,0,4.1,3,270,1,W 
05-07-2011,18,25.2,20.5,88,0,2.4,4,315,1,NW
06-07-2011,18,26.1,21.3,82,0,3.9,3,270,0,W 
07-07-2011,18,26.3,20.9,80,0,3.7,4,315,1,NW
08-07-2011,17,25.4,20.7,83,0,3.2,3,270,0,W 
09-07-2011,18,25.8,21.5,84,0,5.3,3,270,0,W 
10-07-2011,18,25.9,21.4,76,0,4.1,3,315,0,NW
11-07-2011,18,25.3,21.2,80,0,4.1,2,315,0,NW
12-07-2011,18,26.4,21.2,83,0,4.1,2,315,0,NW
13-07-2011,18,25.2,20.8,90,0,3.6,3,270,0,W 
14-07-2011,18,26.2,21.3,83,3,3.4,3,270,1,W 
15-07-2011,18,26.2,21.7,83,0,5.5,3,315,0,NW
16-07-2011,18,26.3,20.7,83,0,4.2,3,270,0,W 
17-07-2011,18,25.2,19.8,86,2,3.1,2,270,0,NW
18-07-2011,17,25,20.4,89,8,2.7,2,270,0,W 
19-07-2011,18,25,20.8,88,0,3.5,3,315,1,NW
20-07-2011,18,25.2,21.1,84,0,3.5,2,270,0,W 
21-07-2011,18,25.7,20.8,84,0,2.9,5,315,1,NW
22-07-2011,18,25.8,21.1,77,0,3.6,3,270,1,W 
23-07-2011,18,25.7,21.4,82,0,3.5,3,315,1,NW
24-07-2011,18,26.7,21.2,82,0,3.1,4,315,1,NW
25-07-2011,17,25.8,20.7,78,0,6.5,3,270,1,W 
26-07-2011,16,26.8,20.8,70,0,5.2,3,270,1,W 
27-07-2011,17,25.4,20.4,78,0,5.4,3,315,1,NW
28-07-2011,17,26.2,20.5,75,0,5.4,3,270,1,W 
29-07-2011,17,25.8,21.3,76,0,5.3,2,315,0,NW
30-07-2011,17,25.6,20.6,78,0,4.9,3,270,1,W 
31-07-2011,16,26.2,20.4,71,0,4.7,2,270,0,W 
01-08-2011,16,27.8,21.6,76,0,4.9,5,315,1,NW
02-08-2011,18,28.8,23,66,0,5.7,4,270,1,W 
03-08-2011,18,26.6,21.6,78,0,5.9,6,90,2,E 
04-08-2011,18,25.2,20.8,78,0,6.1,4,315,1,NW
05-08-2011,18,25.8,21.4,78,8888,2.8,2,270,0,W 
06-08-2011,17,26.3,20.4,78,0,3.8,6,315,2,NW
07-08-2011,17,24.8,19.8,80,0,5.5,3,270,0,W 
08-08-2011,17,26.5,20.9,77,0,2.9,4,270,1,W 
09-08-2011,17,26.9,21.3,70,0,5.5,3,270,1,W 
10-08-2011,17,26.4,21.3,68,0,4.9,4,315,1,NW
11-08-2011,17,26.6,20.9,80,0,3.3,5,315,1,NW
12-08-2011,17,26.8,20.9,74,0,3.9,3,270,1,W 
13-08-2011,17,27.5,21.3,72,0,3.7,3,315,1,NW
14-08-2011,18,27.2,21.4,77,0,6.1,4,315,1,NW
15-08-2011,17,26.6,21.1,81,8888,4.3,3,315,0,NW
16-08-2011,17,26.9,20.7,81,0,4.7,3,315,0,NW
17-08-2011,17,26.4,21.2,76,0,4.7,3,315,0,NW
18-08-2011,18,25.3,20.6,89,0,3.1,3,315,0,NW
19-08-2011,17,25,20.8,84,3,1.5,3,270,0,W 
20-08-2011,17,26.6,21.5,77,0,3.9,4,315,1,NW
21-08-2011,17,26.5,21,76,0,3.7,3,315,0,NW
22-08-2011,17,27.4,20.6,75,0,5.5,3,315,0,NW
23-08-2011,17,25.5,20.5,78,0,5.2,4,270,0,W 
24-08-2011,17,27.1,21,73,0,3.3,4,315,1,NW
25-08-2011,17,26.6,21,70,0,5.9,4,315,1,NW
26-08-2011,17,25.6,20.1,70,0,5.4,5,315,1,NW
27-08-2011,16,27,20.6,60,0,3.7,2,270,0,W 
28-08-2011,17,27.1,22.4,65,0,6.4,3,270,0,W 
29-08-2011,17,27.4,20.9,73,0,4.4,2,270,0,W 
30-08-2011,17,27.3,20.3,76,0,4.3,3,315,0,NW
31-08-2011,19,27.3,22.3,74,5,4.8,3,270,1,W 
01-09-2011,18,25.3,22.1,86,3,2.8,2,315,0,NW
02-09-2011,18,27.4,21.3,81,8888,2.7,2,225,0,SW
03-09-2011,17,27,20.6,76,0,5.5,4,315,1,NW
04-09-2011,18,25.4,20.6,73,8888,3.7,6,315,2,NW
05-09-2011,17,26.8,20.6,82,0,2.7,1,270,0,W 
06-09-2011,17,26.8,21.1,80,0,3.8,3,315,1,NW
07-09-2011,17,27.2,21.1,80,0,4.5,1,315,0,NW
08-09-2011,17,27.3,20.2,76,0,4.2,4,315,1,NW
09-09-2011,17,27.3,20.7,70,0,4.7,3,315,0,NW
10-09-2011,17,26.2,20.5,77,0,4.5,3,315,0,NW
11-09-2011,17,28.2,22.1,70,0,5.5,3,270,0,W 
12-09-2011,17,28.7,22.2,72,0,5.5,6,315,2,NW
13-09-2011,17,28.7,22.3,75,0,5.1,2,315,0,NW
14-09-2011,18,28.1,22,78,0,5.1,3,90,1,E 
15-09-2011,18,27.7,20.2,90,0,3.8,3,315,0,NW
16-09-2011,17,26.3,21.4,82,11,2.5,3,315,0,NW
17-09-2011,18,24.6,20.3,90,0,3.9,3,315,0,NW
18-09-2011,18,24.8,19.7,92,19,0.9,2,315,0,NW
19-09-2011,18,25.7,20.9,89,17,2.3,2,315,0,NW
20-09-2011,18,26.9,21,82,2,3.7,3,315,1,NW
21-09-2011,17,26.9,20.2,84,0,3.3,1,315,0,NW
22-09-2011,17,26,20.7,82,3,2.8,2,315,0,NW
23-09-2011,18,26.8,21.6,79,0,4.7,3,315,0,NW
24-09-2011,18,27.1,21.2,75,0,4,3,315,1,NW
25-09-2011,17,28.2,21.3,79,0,5.8,3,270,0,W 
26-09-2011,18,28,21.7,74,0,1.7,1,90,0,E 
27-09-2011,17,26.4,20.8,79,0,5.2,2,315,0,NW
28-09-2011,17,27.2,21,74,0,6.7,4,270,1,W 
29-09-2011,18,27,21.2,70,3,5.5,2,315,0,NW
30-09-2011,17,27.1,20.8,76,0,6.4,3,315,0,NW
01-10-2011,17,27.6,21.4,78,6,5.9,4,315,1,NW
02-10-2011,19,27.4,22.1,80,0,5.4,4,270,1,W 
03-10-2011,18,26.9,21.5,80,0,3.9,5,315,1,NW
04-10-2011,18,26.4,21.3,80,0,6.5,5,270,1,W 
05-10-2011,18,26.8,21.2,83,0,5.4,3,315,1,NW
06-10-2011,18,26.2,20.9,80,1,3.9,3,315,0,NW
07-10-2011,18,27.7,22.4,80,0,2,3,270,0,W 
08-10-2011,19,25.1,20.5,88,8,5,3,315,0,NW
09-10-2011,19,26.4,21.7,77,6,0,2,315,0,NW
10-10-2011,19,24.8,21.4,84,0,4.1,3,315,1,NW
11-10-2011,18,27,21.6,84,27,1.1,3,315,0,NW
12-10-2011,19,26.4,21.2,84,8,4.7,3,270,0,W 
13-10-2011,18,27.6,22,77,27,3.3,2,315,0,NW
14-10-2011,18,27.7,21.7,80,0,4.8,3,270,1,W 
15-10-2011,18,28.6,22.5,65,0,6.4,4,315,1,NW
16-10-2011,18,28.8,23.7,70,0,5.5,6,315,1,NW
17-10-2011,18,27.2,21.9,80,0,6.1,5,90,1,E 
18-10-2011,20,28,23,73,0,4,3,90,1,E 
19-10-2011,18,28,22,78,0,4.8,4,315,1,NW
20-10-2011,19,26.7,21.5,80,0,5.9,3,45,1,NE
21-10-2011,20,27.6,23.1,70,13,1.9,4,90,1,E 
22-10-2011,19,27.3,22.2,82,8888,4.6,4,90,1,E 
23-10-2011,19,25.2,21.1,90,10,3.3,3,90,0,E 
24-10-2011,19,28.6,23.1,78,26,2.7,2,270,0,W 
25-10-2011,19,28.6,21.5,88,0,5.8,5,90,1,E 
26-10-2011,19,26,21.8,84,9,3.7,2,270,0,W 
27-10-2011,19,26.8,22.9,78,5,3,3,90,0,E 
28-10-2011,19,26.1,21.2,92,52,1.9,3,90,1,E 
29-10-2011,19,28.2,22.7,80,20,0.9,3,315,0,NW
30-10-2011,19,26.2,21.5,92,53,5.3,4,45,1,NE
31-10-2011,19,25.6,21.2,90,13,5.3,3,90,0,E 
01-11-2011,19,25.4,21,90,50,3.4,3,315,1,NW
02-11-2011,19,25.8,21.2,88,7,1.3,3,270,1,W 
03-11-2011,19,26.4,21.5,88,40,1.2,3,270,1,W 
04-11-2011,20,23,20.1,81,2,3.4,2,270,0,W 
05-11-2011,16,26,20.8,83,0,0,2,135,0,SE
06-11-2011,18,25,20.9,84,0,0.1,2,270,0,W 
07-11-2011,19,25.3,21.4,65,0,1.3,2,270,0,W 
08-11-2011,18,25.6,19.9,88,2,2.7,2,315,0,NW
09-11-2011,18,23.8,20.5,88,3,0.1,3,270,0,W 
10-11-2011,19,24.8,21.2,86,0,0.2,2,315,0,NW
11-11-2011,19,28,21.8,84,0,0.6,2,270,0,W 
12-11-2011,19,27.8,21.6,84,3,5.4,3,270,1,W 
13-11-2011,18,26,20.8,87,13,3.5,2,270,0,W 
14-11-2011,18,26,20.4,88,7,2.2,4,270,1,W 
15-11-2011,18,25,20.6,88,20,2.9,2,270,0,W 
16-11-2011,18,25.7,21.4,86,2,1.9,3,270,0,W 
17-11-2011,19,25.4,20.1,94,3,2.4,3,315,0,NW
18-11-2011,17,26.3,21.4,90,118,2.1,3,315,0,NW
19-11-2011,18,26.3,21.8,86,24,4.2,3,315,1,NW
20-11-2011,19,24.8,21.1,92,29,1.3,3,315,0,NW
21-11-2011,19,25.8,20.8,86,8888,0,2,270,0,W 
22-11-2011,19,25.4,20.7,90,17,2.4,5,315,1,NW
23-11-2011,19,25.9,21.3,84,3,1.7,5,315,1,NW
24-11-2011,19,25.4,22,87,7,1.9,2,315,0,NW
25-11-2011,19,25.6,21.2,95,18,2.3,3,315,0,NW
26-11-2011,19,28.4,23,79,2,0,3,90,0,E 
27-11-2011,19,28.4,21.8,88,0,5.9,3,315,0,NW
28-11-2011,19,26.8,20.8,91,6,2.9,2,270,0,W 
29-11-2011,19,28.2,21.7,91,10,1,3,315,1,NW
30-11-2011,19,28.4,21.5,92,8,0.8,2,315,0,NW
01-12-2011,20,25.7,22.8,88,50,0.7,3,135,0,SE
02-12-2011,19,23.2,20.7,94,0,1,2,315,0,NW
03-12-2011,19,25,21,80,23,0.2,3,270,1,W 
04-12-2011,18,26.6,21,80,0,0.3,2,270,0,W 
05-12-2011,19,27.2,21.9,80,9,3.5,4,315,1,NW
06-12-2011,19,27.5,21.4,83,0,2.9,3,180,0,S 
07-12-2011,18,26.4,21.3,80,0,0.5,2,315,0,NW
08-12-2011,18,27,21.1,82,18,3,2,315,0,NW
09-12-2011,17,25.8,21.5,81,10,2,4,315,1,NW
10-12-2011,17,25.8,20.5,86,1,0.5,2,315,0,NW
11-12-2011,18,26,21.3,85,6,0.9,3,315,0,NW
12-12-2011,18,26,21.1,85,7,1.9,3,315,0,NW
13-12-2011,19,24,20.7,90,8888,0.7,2,135,0,SE
14-12-2011,19,25,21.1,91,9,1.9,3,315,1,NW
15-12-2011,19,25.6,21.1,89,2,1.6,3,315,0,NW
16-12-2011,19,24.8,21.6,88,9,2.1,3,315,0,NW
17-12-2011,19,24.1,21.6,88,0,0.9,3,315,0,NW
18-12-2011,20,26.4,21.4,89,1,1.1,3,315,0,NW
19-12-2011,19,25.7,21.2,86,0,0.7,4,270,1,W 
20-12-2011,18,25.8,20.9,91,1,1.8,4,180,1,S 
21-12-2011,20,27.6,22.4,80,1,1.4,2,270,0,W 
22-12-2011,19,27,22.4,81,2,3.8,5,270,1,W 
23-12-2011,19,27.8,22.5,84,1,1.7,3,270,0,W 
24-12-2011,20,27.8,21.5,88,8888,4.5,4,315,1,NW
25-12-2011,20,24.1,22,92,4,0.5,1,315,0,NW
26-12-2011,19,22.3,20.7,94,25,0.1,1,135,0,SE
27-12-2011,20,24.2,21.4,94,7,0,2,315,0,NW
28-12-2011,19,26.7,22.1,86,58,0,2,315,0,NW
29-12-2011,20,25.1,21.9,80,8888,3.1,5,315,1,NW
30-12-2011,20,27.6,22.4,80,1,1.2,3,270,0,W 
31-12-2011,20,26.8,22.1,84,7,3.7,5,270,1,W 
01-01-2012,20,22.4,20.6,90,4,1.3,4,270,1,W 
02-01-2012,18,23.5,20.4,92,27,0,4,315,1,NW
03-01-2012,20,23.2,20.8,95,4,0.4,3,315,0,NW
04-01-2012,19,27,22,87,14,0,1,270,0,W 
05-01-2012,19,27.2,21.3,86,0,2,4,315,1,NW
06-01-2012,18,25,20.5,93,10,3.3,5,315,1,NW
07-01-2012,19,21.2,19.8,88,26,0.3,3,315,1,NW
08-01-2012,19,23.3,20.5,88,18,0,3,315,1,NW
09-01-2012,18,23.7,21.4,82,8,0,4,270,1,W 
10-01-2012,19,22.5,19.8,96,1,0.5,3,270,1,W 
11-01-2012,19,21.8,20,97,9,0,4,270,1,W 
12-01-2012,19,22.4,19.4,93,7,0.1,5,270,1,W 
13-01-2012,19,20.8,19.4,97,23,0,4,270,1,W 
14-01-2012,19,24.7,19.2,97,27,0,3,270,0,W 
15-01-2012,19,24.3,20.5,92,11,0,3,315,1,NW
16-01-2012,18,26.8,20.5,84,4,1.1,2,270,0,W 
17-01-2012,18,25.2,21.8,85,21,3.7,3,270,0,W 
18-01-2012,19,26,21.3,88,25,1.7,3,270,0,W 
19-01-2012,18,26.2,21,84,7,2.4,3,270,0,W 
20-01-2012,18,25.6,20.8,84,0,2.8,4,315,1,NW
21-01-2012,18,24.6,21.5,81,6,1.9,3,270,0,W 
22-01-2012,19,25.2,21.4,85,7,0.7,3,270,0,W 
23-01-2012,19,23.2,19.6,94,0,1.5,3,270,0,W 
24-01-2012,19,28.6,20.9,86,15,0,4,270,1,W 
25-01-2012,19,28,19.7,93,3,2.4,4,270,1,W 
26-01-2012,19,22.8,20.1,97,16,0,1,270,0,W 
27-01-2012,19,23.6,21.4,86,35,0,4,270,1,W 
28-01-2012,19,23.6,20.1,92,1,4.2,5,270,1,W 
29-01-2012,19,24.8,19.5,95,24,0,5,270,1,W 
30-01-2012,19,25.4,20.4,91,0,0,3,270,0,W 
31-01-2012,18,25.2,21,82,31,1,3,315,1,NW
01-02-2012,19,26.1,21.6,85,3,0.1,4,270,1,W 
02-02-2012,19,25.6,20.9,89,18,3.7,3,270,0,W 
03-02-2012,19,23.6,20.9,85,12,0.7,4,315,1,NW
04-02-2012,19,25.4,21,92,15,0.5,3,270,0,W 
05-02-2012,19,25.4,21.1,84,2,0,2,315,0,NW
06-02-2012,17,25,20.4,84,11,3.5,3,270,0,W 
07-02-2012,17,26.4,21.2,82,23,1.6,2,315,0,NW
08-02-2012,18,26.7,21.6,87,0,5.1,3,270,0,W 
09-02-2012,19,26.6,21.1,90,1,2.6,4,315,1,NW
10-02-2012,17,26.2,20.1,90,13,2.3,4,315,1,NW
11-02-2012,17,25.1,20.1,88,10,3.9,2,270,0,W 
12-02-2012,18,26.2,20.8,88,5,2.2,4,315,1,NW
13-02-2012,19,26.8,21.6,85,33,4.9,3,315,1,NW
14-02-2012,19,25.4,21.4,88,7,3.9,2,270,0,W 
15-02-2012,18,27.4,21.3,87,1,1.8,3,270,0,W 
16-02-2012,19,24.2,21.1,90,6,4.7,4,315,1,NW
17-02-2012,19,25.1,20.3,93,10,0.1,2,315,0,NW
18-02-2012,17,26,21.4,86,43,1.9,2,315,0,NW
19-02-2012,20,24.2,20.4,94,15,1.2,2,315,0,NW
20-02-2012,19,23.7,20.1,92,4,0,2,315,0,NW
21-02-2012,18,26,21.2,86,8,0.5,2,315,0,NW
22-02-2012,19,26.4,21.7,85,0,3.4,3,315,0,NW
23-02-2012,19,25.4,21.8,88,3,2.2,3,270,0,W 
24-02-2012,19,26.9,21.4,90,25,4.1,4,315,1,NW
25-02-2012,19,26.7,21.5,88,1,3.5,2,270,0,W 
26-02-2012,19,25.2,22.3,89,30,2.8,3,315,1,NW
27-02-2012,18,25.2,21.2,90,20,0.5,2,315,0,NW
28-02-2012,19,28.5,21.5,88,2,0.3,3,270,0,W 
29-02-2012,19,24.2,19.9,96,27,1.5,2,315,0,NW
01-03-2012,18,24.2,20.4,92,16,0.5,6,315,2,NW
02-03-2012,19,24.3,20.7,92,15,1.3,3,315,1,NW
03-03-2012,18,27.6,22.3,73,33,0.3,2,315,0,NW
04-03-2012,19,23.6,19.6,90,0,2.3,3,270,1,W 
05-03-2012,19,25.2,21.1,87,17,0.1,2,270,0,W 
06-03-2012,19,26.2,21.9,85,5,1.9,4,315,1,NW
07-03-2012,19,26.3,21.6,84,0,2.9,3,270,0,W 
08-03-2012,19,24.3,20.8,80,36,2.7,4,315,1,NW
09-03-2012,20,25.8,21.3,88,1,0,4,270,1,W 
10-03-2012,19,26.8,20.5,88,3,0.3,4,270,1,W 
11-03-2012,19,24.6,20.8,90,19,0.3,5,270,2,W 
12-03-2012,19,23.5,20.9,84,2,0.3,6,225,1,SW
13-03-2012,18,23.4,20.4,83,2,0.3,4,270,1,W 
14-03-2012,18,25.8,21,81,6,0,4,270,1,W 
15-03-2012,19,24.1,20.9,84,1,1.3,5,315,1,NW
16-03-2012,20,25.2,21.6,82,0,1.2,4,270,1,W 
17-03-2012,20,23.1,20.8,82,0,0.9,4,270,1,W 
18-03-2012,18,24.7,21.3,78,3,0,4,225,1,SW
19-03-2012,18,25.1,20.4,86,4,0,3,270,0,W 
20-03-2012,19,25.2,21,82,15,0.4,3,270,0,W 
21-03-2012,20,27.2,22.2,74,7,1.2,3,270,0,W 
22-03-2012,19,26.6,22.3,76,2,3.7,3,315,1,NW
23-03-2012,19,27.6,22.7,74,1,4.7,5,315,1,NW
24-03-2012,19,27.8,22.3,79,0,5.4,6,270,2,W 
25-03-2012,18,26.8,22.1,80,0,5.9,4,270,1,W 
26-03-2012,19,26.1,21.5,86,10,4.1,4,270,1,W 
27-03-2012,18,26.8,20.7,90,2,1.9,2,315,0,NW
28-03-2012,17,26.2,20.5,83,12,2.4,4,270,1,W 
29-03-2012,17,26,20.6,88,15,4,4,135,1,SE
30-03-2012,18,23.6,20.5,94,11,1.7,3,135,0,SE
31-03-2012,18,25,21.2,88,2,2.1,3,315,1,NW
01-04-2012,19,25.2,21.1,91,4,2.6,3,270,0,W 
02-04-2012,18,25.4,20.7,89,2,1.9,2,315,0,NW
03-04-2012,18,24.1,19.9,94,44,2,3,315,0,NW
04-04-2012,18,26.5,21.4,84,49,1.7,6,135,2,SE
05-04-2012,18,24.2,19.6,94,8888,3.8,4,315,1,NW
06-04-2012,17,26.4,20.8,87,19,0.9,3,315,0,NW
07-04-2012,18,26.6,21.3,88,1,3.9,3,315,1,NW
08-04-2012,18,25.2,20.7,88,8888,1.4,1,315,0,NW
09-04-2012,18,24.1,19.9,94,48,0.8,4,315,1,NW
10-04-2012,19,26.6,22.5,69,23,1.8,6,135,2,SE
11-04-2012,18,25.8,20.6,80,0,5.9,7,90,2,E 
12-04-2012,19,27,21.4,86,11,1.6,5,315,1,NW
